"id","submitdate","lastpage","startlanguage","D0Q1[SQ001]","D0Q1[SQ004]","D0Q1[SQ005]","D0Q1[SQ006]","D0Q1[SQ007]","D0Q1[SQ008]","D0Q1[SQ009]","D0Q1[SQ010]","D0Q1[SQ003]","D0Q1[SQ014]","D0Q1[SQ002]","D0Q1[SQ011]","D0Q1[SQ012]","D0Q1[SQ013]","D0Q2[0]","D0Q2[1]","D0Q2[2]","D0Q2[3]","D0Q2[4]","D0Q2[5]","D0Q2[6]","D0Q2[7]","D0Q2[8]","D0Q22[9]","D0Q22[10]","D0Q22[11]","D0Q22[12]","D0Q22[13]","D0Q22[14]","D0Q22[15]","D0Q3","D0Q4","D0Q5[1]","D0Q5[2]","D0Q5[3]","D0Q5[4]","D0Q5[5]","D0Q5[6]","D0Q5[7]","D0Q5[8]","D0Q5[9]","D0Q5F[1]","D0Q5F[2]","D0Q5F[3]","D0Q5F[4]","D0Q5F[5]","D0Q5F[6]","D0Q5F[7]","D1Q7","D1Q8","D2Q10","D2Q12","D2Q12[comment]","D0Q13","D0Q13[comment]","D1Q14[1]","D1Q14[2]","D1Q14[3]","D1Q14[4]","D1Q14[5]","D1Q14[6]","D1Q14[7]","D1Q14[other]","D3Q15","D3Q16","D2Q25","D2Q26","D5Q27","D3Q17","D4Q18","D5Q19","D5Q19[comment]","D1Q20","D5Q21","D5Q22[1]","D5Q22[2]","D5Q22[3]","D5Q22[4]","D5Q22[5]","D5Q22[6]","D5Q22[7]","D5Q22[8]","D5Q22[9]","D5Q22[10]","D5Q22[11]","D5Q22[other]","D2Q23","D3Q24","D4Q28","D4Q9[1]","D4Q9[2]","D4Q9[3]","D4Q9[4]","D4Q9[5]","D4Q9[6]","D4Q9[7]","D4Q9[8]","D4Q9[9]","D4Q9[10]","D4Q9[11]","D4Q9[12]","D4Q9[13]","D4Q9[14]","D4Q9[other]","D2Q6","D2Q6[comment]","D2Q11[1]","D2Q11[2]","D2Q11[3]","D2Q11[4]","D2Q11[5]","D2Q11[6]","D4Q29","Demo1","Demo2","Demo3","Demo3[other]","Demo4","Demo4[other]","Demo5","Demo6","Demo7","Other1","interviewtime","groupTime765","D0Q1Time","D0Q2Time","D0Q22Time","D0Q3Time","D0Q4Time","D0Q5Time","D0Q5FTime","groupTime766","D1Q7Time","D1Q8Time","D2Q10Time","D2Q12Time","D0Q13Time","groupTime768","D1Q14Time","D3Q15Time","D3Q16Time","D2Q25Time","D2Q26Time","D5Q27Time","groupTime769","D3Q17Time","D4Q18Time","D5Q19Time","D1Q20Time","D5Q21Time","D5Q22Time","D2Q23Time","D3Q24Time","groupTime771","D4Q28Time","D4Q9Time","D2Q6Time","D2Q11Time","D4Q29Time","groupTime772","Demo1Time","Demo2Time","Demo3Time","Demo4Time","Demo5Time","Demo6Time","Demo7Time","Other1Time"
"610","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","1","1","1","1","3","1","2","1","1","1","1","1","2","2","1","1","0","","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","2","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Ja","startpage.com, duckduckgo.com","Nein","Profilerstellung","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","1","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","1","1","1","1","2","2","5","männlich","28.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","4","Ja","","457.86","124.93","","","","","","","","57.76","","","","","","33.77","","","","","","","47.9","","","","","","","","","133.3","","","","","","60.2","","","","","","","",""
"611","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","5","1","5","2","4","1","5","1","1","1","1","2","1","4","1","1","0","","5","Nutze ich nicht","5","1","4","5","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","4","Nutze ich nicht","Nutze ich nicht","Ja","Ja","1","Weiß nicht","Yahoo, Bing","","","Nein","Nein","Ja","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","1","2","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","Infos über Ausspähung von Gmail","2","1","3","1","4","4","4","weiblich","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","599.85","248.87","","","","","","","","69.1","","","","","","34.61","","","","","","","78.67","","","","","","","","","132.01","","","","","","36.59","","","","","","","",""
"612","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Ja","Ja","Nein","Ja","Nein","5","3","4","1","5","1","4","1","1","1","1","1","2","2","1","3","1","","3","2","3","Nutze ich nicht","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","1","1","Nutze ich nicht","Ja","Ja","2","Ja","Yahoo, Bing","Ja","Weil die Google Suchmaschine bekannt und als Standardsuchmaschine vorinstalliert war.","Nein","Nein","Ja","Ja","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","3","1","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","4","1","4","2","3","3","1","weiblich","19.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","","495.57","203.63","","","","","","","","101.56","","","","","","23","","","","","","","46.25","","","","","","","","","84.8","","","","","","36.33","","","","","","","",""
"613","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","5","5","1","3","1","1","1","1","2","1","1","1","2","1","","4","1","4","4","5","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Ja","Weiß nicht","2","Ja","Bing, Yahoo","Ja","Gewohnheit, Übersicht","Ja","Ja","Nein","Nein","Ja","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Nein","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","3","1","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","3","1","3","2","4","3","3","weiblich","19.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","425.14","162.04","","","","","","","","64.07","","","","","","29.04","","","","","","","50.07","","","","","","","","","75.34","","","","","","44.58","","","","","","","",""
"614","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Ja","Ja","Nein","1","5","4","1","3","1","2","2","1","1","1","1","1","1","1","1","1","","Nutze ich nicht","5","5","Nutze ich nicht","4","2","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","Bing
","Nein","Datenschutz
Zur Unterstützung anderer Suchmaschinen
Gegen Googles ""Macht"" auf dem Markt","Ja","Ja","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","3","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Nein","","2","1","1","2","4","1","4","weiblich","19.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","Ich finde die Umfrage gelungen.
Schön, dass es zum Thema Google einmal eine Umfrage gibt.","1348.81","575.87","","","","","","","","316.76","","","","","","35.83","","","","","","","67.16","","","","","","","","","223.18","","","","","","130.01","","","","","","","",""
"615","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","2","4","5","1","5","1","4","1","1","1","1","1","3","1","1","3","mehr als 2","Trennung von Privat/geschäftlich/ und weitere","4","3","5","Nutze ich nicht","5","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","2","Nutze ich nicht","Ja","Ja","1","Ja","startpage.com","Ja","manchmal bekommt man über startpage nicht die gesuchten Informationen","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Geheimdienste","Nein","","","","","Nein","Ja","","","Nein","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","3","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Ja","","Ja","NSA Skandal","1","1","1","1","1","1","5","männlich","23.0000000000","Bachelor/Master/Diplom","","Student/-in","","2","3","Nein","mich würde das Ergebnis dieser Umfrage interessieren. Können Sie diese mir per Mail schicken?","589.36","192.57","","","","","","","","84.98","","","","","","53.7","","","","","","","71.31","","","","","","","","","98.14","","","","","","88.66","","","","","","","",""
"616","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","5","2","3","1","4","1","1","2","1","2","1","2","1","4","1","","5","Nutze ich nicht","5","2","2","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","2","Nutze ich nicht","1","5","Nutze ich nicht","Ja","Ja","1","Ja","Bing","Ja","","Ja","Nein","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","2","1","Ja","Nein","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","","1","1","1","1","1","1","3","männlich","25.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","3","Ja","","317.67","131.28","","","","","","","","31.63","","","","","","20.58","","","","","","","52.76","","","","","","","","","50.88","","","","","","30.54","","","","","","","",""
"617","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","5","5","5","1","5","1","3","1","1","1","1","2","2","1","1","3","1","","5","5","4","Nutze ich nicht","4","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","Ja","Ja","3","Ja","xquick
","Ja","bessere Suchergebnisse","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Ja","Die filter bubble beschleunigt die Suche bei YouTube Google usw.
Google Now ist sehr angenehm wenn man unterwegs ist.","","","","Nein","Weiß nicht","","","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","","Nein","","2","2","2","2","2","2","3","männlich","24.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","5","Ja","","543.51","142.31","","","","","","","","52.1","","","","","","177.64","","","","","","","57.79","","","","","","","","","70.34","","","","","","43.33","","","","","","","",""
"618","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","2","5","1","5","1","5","1","1","2","2","4","4","2","1","5","1","","5","1","5","Nutze ich nicht","2","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","2","2","2","2","4","Nutze ich nicht","Ja","Ja","1","Ja","Startpage, metager","Ja","weil google doch die beste suchmaschine ist und mir meißtens zeigt was ich suche","Nein","Nein","Ja","Ja","Ja","Ja","Nein","","Ja","bessere suchergebnisse, jedoch auch zu arg auf mich zugeschnitten, sodass man nicht über den Tellerrand hinaus schaut.","","","","Nein","Ja","","","Ja","Nein","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","1","3","Ja","Ja","Ja","Ja","Ja","Nein","Ja","Ja","Ja","Nein","Nein","Ja","Ja","Nein","Kontonummern, Kreditkartennummern","Ja","Snowden, NSA, allgemeines Aufkommen von Unsicherheit. Habe mich auch von Facebook abgemeldet","3","1","1","1","1","1","5","männlich","25.0000000000","Bachelor/Master/Diplom","","Student/-in","","3","2","Nein","","568.77","226","","","","","","","","79.2","","","","","","72.66","","","","","","","46.06","","","","","","","","","118.79","","","","","","26.06","","","","","","","",""
"619","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Ja","4","1","1","1","4","1","4","1","1","1","1","1","2","2","1","1","1","","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","Nutze ich nicht","1","1","1","1","Ja","Ja","1","Ja","https://www.ixquick.de
https://www.startpage.com
https://www.yahoo.de
http://www.bing.com/
http://metacrawler.de/","Ja","Beste Suchergebnisse","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","z.B. Anzeige des Verkehrsaufkommen auf Google Maps, personalisierte (und dadurch exaktere) Suchergebnisse","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","1","5","5","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Ja","Nein","Nein","Ja","Ja","Ja","Nein","","Ja","Habe mal in einer E-Mail Xing bei GMX erwähnt. Anschließend habe ich 2 Wochen lang auf Seiten, die Googel-Werbung einbinden, nur noch Xing-Werbung gesehen. War schon erschreckend...","3","1","4","2","4","2","5","männlich","27.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","4","Ja","","729.08","181.96","","","","","","","","183.03","","","","","","90.81","","","","","","","61.67","","","","","","","","","174.1","","","","","","37.51","","","","","","","",""
"620","1980-01-01 00:00:00","6","de","Nein","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","5","5","5","2","4","2","1","2","2","1","1","1","2","1","1","","4","2","2","1","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","1","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Nein","1","Ja","yahoo","Ja","Gewohnheit","Ja","Ja","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Ja","Nein","Nein","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","3","1","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Ja","Ja","Nein","","Nein","","2","1","2","1","5","3","1","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","3","1","Nein","vielleicht kann man ja antworten auf die wichtigsten (interessantesten) Fragen von euch bekommen!?","849.44","198.24","","","","","","","","122.9","","","","","","58.3","","","","","","","69.39","","","","","","","","","152.41","","","","","","248.2","","","","","","","",""
"621","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Nein","5","2","5","1","4","1","3","1","1","1","1","2","3","1","1","2","mehr als 2","Weil ich nicht gerne viele Sachen über ein einzelnes Konto laufen lasse.","4","Nutze ich nicht","5","Nutze ich nicht","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","Nutze ich nicht","2","Nutze ich nicht","Ja","Weiß nicht","2","Ja","Bing, Yahoo, Ask","Ja","Praktisch und ansprechend","Ja","Nein","Ja","Nein","Ja","Nein","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Weiß nicht","Nein","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","4","2","3","2","5","5","2","weiblich","20.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","626.88","271.59","","","","","","","","116.11","","","","","","45.38","","","","","","","67.05","","","","","","","","","87.18","","","","","","39.57","","","","","","","",""
"622","1980-01-01 00:00:00","6","de","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","4","1","1","5","1","2","1","1","1","1","1","1","1","1","1","1","","3","3","Nutze ich nicht","Nutze ich nicht","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","ixquick.com","Ja","","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","2","1","1","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Ja","Ja","Ja","Nein","Nein","Ja","Nein","","Ja","","2","1","2","2","3","2","5","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","","2","Nein","","385.88","145.73","","","","","","","","58.33","","","","","","22.97","","","","","","","44.15","","","","","","","","","76.73","","","","","","37.97","","","","","","","",""
"624","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","3","3","5","4","5","1","2","4","5","2","3","3","2","3","mehr als 2","Google Apps vs. Privataccount","5","4","3","3","5","5","2","Nutze ich nicht","1","5","5","1","3","2","1","1","Ja","Ja","3","Ja","Bing, DuckDuckGo","Ja","Qualität der Ergebnisse","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Ja","","Ja","Ja","Ja","Nein","Nein","","","Ja","Nein","Ja","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","","5","4","2","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Ja","Nein","Nein","Ja","Ja","Nein","","Nein","","4","4","4","4","4","4","3","N/A","26.0000000000","Bachelor/Master/Diplom","","Student/-in","","5","4","Ja","","257.93","107.43","","","","","","","","37.51","","","","","","31.05","","","","","","","27.73","","","","","","","","","38","","","","","","16.21","","","","","","","",""
"625","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Ja","5","5","5","3","4","1","2","1","1","3","2","2","2","1","1","1","1","","5","5","5","3","4","3","1","Nutze ich nicht","Nutze ich nicht","4","2","2","1","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","yahoo bing naver","Ja","gewohnheit","Ja","Ja","Ja","Ja","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Weiß nicht","","","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","2","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","3","2","3","3","3","3","3","männlich","21.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","","504.54","127.69","","","","","","","","152.7","","","","","","31.2","","","","","","","46.76","","","","","","","","","85.33","","","","","","60.86","","","","","","","",""
"627","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","4","3","1","5","1","2","1","1","1","1","2","2","1","1","2","1","","5","4","4","Nutze ich nicht","4","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","1","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Ja","2","Ja","yahoo,bing,search,ask","Ja","habe google als erstes kennengelernt,
und hatte nie einen Grund die 
""Suchmaschine zu wechseln""","Ja","Ja","Ja","Nein","Ja","Ja","Nein","","Nein","","","","","Ja","","Weiß nicht","ich habe google niemals irgendwelche persöhnlichen Daten gegeben.","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","2","2","1","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","nichts, habe Google nie persöhnliche Daten gegeben","Nein","","4","1","1","2","4","3","1","männlich","22.0000000000","Abitur/Fachabitur","","Student/-in","","3","2","Nein","","729.95","246.63","","","","","","","","158.08","","","","","","38.69","","","","","","","101.25","","","","","","","","","147.48","","","","","","37.82","","","","","","","",""
"628","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","5","1","5","5","1","3","2","1","3","2","2","1","1","1","1","1","","5","5","Nutze ich nicht","5","5","4","1","2","3","3","3","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Ja","Nein","4","Ja","","Ja","Schnell und zuverlässiger als andere Suchmaschinen","Ja","Ja","Nein","Nein","Nein","Nein","Nein","","Weiß nicht","","","","","Nein","Nein","","","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","4","4","1","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","","Nein","","4","4","3","5","5","5","1","männlich","20.0000000000","Abitur/Fachabitur","","Student/-in","","2","2","Nein","","313.11","90.9","","","","","","","","72.6","","","","","","27.09","","","","","","","32.68","","","","","","","","","50.95","","","","","","38.89","","","","","","","",""
"629","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","4","1","1","2","3","1","3","1","1","1","1","2","2","1","1","1","1","","5","3","3","2","4","3","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Weiß nicht","Ja","2","Ja","Yahoo","Ja","Bietet die umfangreichesten Suchergebnisse","Ja","Ja","Ja","Nein","Nein","Nein","Nein","","Nein","","","","","Nein","Ja","","","Weiß nicht","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Nein","","3","3","3","Ja","Ja","Nein","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","3","1","4","3","2","2","3","weiblich","18.0000000000","Abitur/Fachabitur","","Student/-in","","2","1","Nein","","646.19","285.22","","","","","","","","114.8","","","","","","54.66","","","","","","","54.62","","","","","","","","","88.99","","","","","","47.9","","","","","","","",""
"630","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","1","4","5","5","1","3","1","1","4","1","2","1","1","1","3","1","","5","Nutze ich nicht","3","4","5","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","1","Nutze ich nicht","Nutze ich nicht","2","Nutze ich nicht","Nein","Ja","2","Ja","Bing
Yahoo","Ja","beste Übersicht
Gewöhnung
keine Werbung","Ja","Ja","Ja","Nein","Nein","Nein","Nein","","Nein","","","","","Nein","Nein","","","Weiß nicht","Nein","Ja","Ja","Ja","Ja","Ja","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","2","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Nein","","2","1","3","3","5","4","3","männlich","18.0000000000","Abitur/Fachabitur","","Student/-in","","3","3","Nein","","557.58","196.28","","","","","","","","103.89","","","","","","30.82","","","","","","","74.34","","","","","","","","","106.25","","","","","","46","","","","","","","",""
"631","1980-01-01 00:00:00","6","de","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Ja","Nein","Nein","Nein","Ja","Nein","4","1","5","4","3","1","4","1","1","1","1","2","3","2","1","3","1","","4","1","3","4","3","4","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","Nutze ich nicht","3","3","2","3","Nutze ich nicht","Weiß nicht","Ja","3","Nein","","","","Ja","Nein","Ja","Nein","Ja","Ja","Nein","","Weiß nicht","","","","","Nein","Ja","","","Weiß nicht","Weiß nicht","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","3","3","1","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Nein","Ja","Nein","","Weiß nicht","","3","2","1","3","1","4","3","weiblich","21.0000000000","Bachelor/Master/Diplom","","Student/-in","","4","4","Nein","","595.18","224.67","","","","","","","","43.96","","","","","","31.84","","","","","","","70.95","","","","","","","","","132.25","","","","","","91.51","","","","","","","",""
"633","1980-01-01 00:00:00","6","de","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Nein","Ja","Nein","Ja","Nein","Ja","Nein","5","3","5","1","5","3","4","1","3","2","1","2","3","1","1","4","1","","5","2","5","Nutze ich nicht","4","4","2","Nutze ich nicht","2","2","1","2","3","Nutze ich nicht","4","Nutze ich nicht","Ja","Ja","3","Ja","DuckDuckGo
Yahoo
Bing
Ask
","Ja","Da das Google-Konto sowieso schon den Großteil der im Netz verfügbaren persönlichen Informationen zusammenfasst kann man auch gleich die Vorteile der personalisierten Suche nutzen. Andernfalls wird für einzelne Suchanfragen auch einmal eine andere Suchmaschine genutzt.
Überwiegend aber aus Gewohnheit/Bequemlichkeit.","Nein","Nein","Nein","Nein","Nein","Nein","Nein","","Weiß nicht","","Weiß nicht","","","Nein","Weiß nicht","","","Ja","Nein","Ja","Nein","Ja","Nein","Ja","Ja","Nein","Nein","Ja","Nein","Nein","","4","3","2","Ja","Ja","Ja","Nein","Ja","Nein","Nein","Nein","Nein","Nein","Ja","Nein","Ja","Nein","","Nein","","3","2","2","2","3","2","3","männlich","19.0000000000","Abitur/Fachabitur","","Student/-in","","4","3","Nein","Informatik- & IT-Sicherheitskenntnisse
im Vergleich zur Durchschnittsbevölkerung oder absolut. Fragestellung könnte an dieser Stelle evtl. etwas expliziter sein.","1308.07","144.59","","","","","","","","422.26","","","","","","218.53","","","","","","","61.62","","","","","","","","","169.96","","","","","","291.11","","","","","","","",""
